GEO,population,val_norm,Date,Cause of death (ICD-10),rate
Northwest Territories,45504,0,2021-07-17,Chronic lower respiratory diseases [J40-J47],0
Northwest Territories,45504,0,2021-07-17,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Northwest Territories,45504,0,2021-07-17,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Northwest Territories,45504,0,2021-07-17,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Northwest Territories,45504,0,2021-07-17,"COVID-19 [U07.1,U07.2]",0
Northwest Territories,45504,0,2021-07-17,"COVID-19, virus identified  [U07.1]",0
Northwest Territories,45504,0,2021-07-17,"COVID-19, virus not identified  [U07.2]",0
Northwest Territories,45504,0,2021-07-17,Ill-defined and unspecified causes of mortality [R99],0
Northwest Territories,45504,0,2021-07-17,Information unavailable,0
Northwest Territories,45504,0,2021-07-17,All other causes of death,0
Nunavut,39403,5,2021-07-17,"Total, all causes of death [A00-Y89]",13
Nunavut,39403,0,2021-07-17,Malignant neoplasms [C00-C97],0
Nunavut,39403,0,2021-07-17,Diabetes mellitus [E10-E14],0
Nunavut,39403,0,2021-07-17,Alzheimer's disease [G30],0
Nunavut,39403,0,2021-07-17,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Nunavut,39403,0,2021-07-17,Cerebrovascular diseases [I60-I69],0
Nunavut,39403,0,2021-07-17,Influenza and pneumonia [J09-J18],0
Nunavut,39403,0,2021-07-17,Chronic lower respiratory diseases [J40-J47],0
Nunavut,39403,0,2021-07-17,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nunavut,39403,0,2021-07-17,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Nunavut,39403,0,2021-07-17,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nunavut,39403,0,2021-07-17,"COVID-19 [U07.1,U07.2]",0
Nunavut,39403,0,2021-07-17,"COVID-19, virus identified  [U07.1]",0
Nunavut,39403,0,2021-07-17,"COVID-19, virus not identified  [U07.2]",0
Nunavut,39403,0,2021-07-17,Ill-defined and unspecified causes of mortality [R99],0
Nunavut,39403,5,2021-07-17,Information unavailable,13
Nunavut,39403,0,2021-07-17,All other causes of death,0
Canada,38246108,5115,2021-07-24,"Total, all causes of death [A00-Y89]",13
Canada,38246108,1180,2021-07-24,Malignant neoplasms [C00-C97],3
Canada,38246108,80,2021-07-24,Diabetes mellitus [E10-E14],0
Canada,38246108,75,2021-07-24,Alzheimer's disease [G30],0
Canada,38246108,700,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Canada,38246108,155,2021-07-24,Cerebrovascular diseases [I60-I69],0
Canada,38246108,40,2021-07-24,Influenza and pneumonia [J09-J18],0
Canada,38246108,150,2021-07-24,Chronic lower respiratory diseases [J40-J47],0
Canada,38246108,60,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Canada,38246108,120,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Canada,38246108,10,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Canada,38246108,30,2021-07-24,"COVID-19 [U07.1,U07.2]",0
Canada,38246108,30,2021-07-24,"COVID-19, virus identified  [U07.1]",0
Canada,38246108,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
Canada,38246108,335,2021-07-24,Ill-defined and unspecified causes of mortality [R99],1
Canada,38246108,1090,2021-07-24,Information unavailable,3
Canada,38246108,1075,2021-07-24,All other causes of death,3
Newfoundland and Labrador,520553,100,2021-07-24,"Total, all causes of death [A00-Y89]",19
Newfoundland and Labrador,520553,25,2021-07-24,Malignant neoplasms [C00-C97],5
Newfoundland and Labrador,520553,0,2021-07-24,Diabetes mellitus [E10-E14],0
Newfoundland and Labrador,520553,5,2021-07-24,Alzheimer's disease [G30],1
Newfoundland and Labrador,520553,10,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Newfoundland and Labrador,520553,0,2021-07-24,Cerebrovascular diseases [I60-I69],0
Newfoundland and Labrador,520553,5,2021-07-24,Influenza and pneumonia [J09-J18],1
Newfoundland and Labrador,520553,5,2021-07-24,Chronic lower respiratory diseases [J40-J47],1
Newfoundland and Labrador,520553,0,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Newfoundland and Labrador,520553,5,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Newfoundland and Labrador,520553,0,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Newfoundland and Labrador,520553,0,2021-07-24,"COVID-19 [U07.1,U07.2]",0
Newfoundland and Labrador,520553,0,2021-07-24,"COVID-19, virus identified  [U07.1]",0
Newfoundland and Labrador,520553,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
Newfoundland and Labrador,520553,0,2021-07-24,Ill-defined and unspecified causes of mortality [R99],0
Newfoundland and Labrador,520553,40,2021-07-24,Information unavailable,8
Newfoundland and Labrador,520553,15,2021-07-24,All other causes of death,3
Prince Edward Island,164318,25,2021-07-24,"Total, all causes of death [A00-Y89]",15
Prince Edward Island,164318,0,2021-07-24,Malignant neoplasms [C00-C97],0
Prince Edward Island,164318,0,2021-07-24,Diabetes mellitus [E10-E14],0
Prince Edward Island,164318,0,2021-07-24,Alzheimer's disease [G30],0
Prince Edward Island,164318,0,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Prince Edward Island,164318,0,2021-07-24,Cerebrovascular diseases [I60-I69],0
Prince Edward Island,164318,0,2021-07-24,Influenza and pneumonia [J09-J18],0
Prince Edward Island,164318,0,2021-07-24,Chronic lower respiratory diseases [J40-J47],0
Prince Edward Island,164318,0,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Prince Edward Island,164318,0,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Prince Edward Island,164318,0,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Prince Edward Island,164318,0,2021-07-24,"COVID-19 [U07.1,U07.2]",0
Prince Edward Island,164318,0,2021-07-24,"COVID-19, virus identified  [U07.1]",0
Prince Edward Island,164318,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
Prince Edward Island,164318,0,2021-07-24,Ill-defined and unspecified causes of mortality [R99],0
Prince Edward Island,164318,25,2021-07-24,Information unavailable,15
Prince Edward Island,164318,0,2021-07-24,All other causes of death,0
Nova Scotia,992055,150,2021-07-24,"Total, all causes of death [A00-Y89]",15
Nova Scotia,992055,0,2021-07-24,Malignant neoplasms [C00-C97],0
Nova Scotia,992055,0,2021-07-24,Diabetes mellitus [E10-E14],0
Nova Scotia,992055,0,2021-07-24,Alzheimer's disease [G30],0
Nova Scotia,992055,0,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Nova Scotia,992055,0,2021-07-24,Cerebrovascular diseases [I60-I69],0
Nova Scotia,992055,0,2021-07-24,Influenza and pneumonia [J09-J18],0
Nova Scotia,992055,0,2021-07-24,Chronic lower respiratory diseases [J40-J47],0
Nova Scotia,992055,0,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nova Scotia,992055,0,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Nova Scotia,992055,0,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nova Scotia,992055,0,2021-07-24,"COVID-19 [U07.1,U07.2]",0
Nova Scotia,992055,0,2021-07-24,"COVID-19, virus identified  [U07.1]",0
Nova Scotia,992055,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
Nova Scotia,992055,0,2021-07-24,Ill-defined and unspecified causes of mortality [R99],0
Nova Scotia,992055,150,2021-07-24,Information unavailable,15
Nova Scotia,992055,0,2021-07-24,All other causes of death,0
New Brunswick,789225,150,2021-07-24,"Total, all causes of death [A00-Y89]",19
New Brunswick,789225,0,2021-07-24,Malignant neoplasms [C00-C97],0
New Brunswick,789225,0,2021-07-24,Diabetes mellitus [E10-E14],0
New Brunswick,789225,0,2021-07-24,Alzheimer's disease [G30],0
New Brunswick,789225,0,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
New Brunswick,789225,0,2021-07-24,Cerebrovascular diseases [I60-I69],0
New Brunswick,789225,0,2021-07-24,Influenza and pneumonia [J09-J18],0
New Brunswick,789225,0,2021-07-24,Chronic lower respiratory diseases [J40-J47],0
New Brunswick,789225,0,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
New Brunswick,789225,0,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
New Brunswick,789225,0,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
New Brunswick,789225,0,2021-07-24,"COVID-19 [U07.1,U07.2]",0
New Brunswick,789225,0,2021-07-24,"COVID-19, virus identified  [U07.1]",0
New Brunswick,789225,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
New Brunswick,789225,0,2021-07-24,Ill-defined and unspecified causes of mortality [R99],0
New Brunswick,789225,150,2021-07-24,Information unavailable,19
New Brunswick,789225,0,2021-07-24,All other causes of death,0
Quebec,8604495,1200,2021-07-24,"Total, all causes of death [A00-Y89]",14
Quebec,8604495,405,2021-07-24,Malignant neoplasms [C00-C97],5
Quebec,8604495,20,2021-07-24,Diabetes mellitus [E10-E14],0
Quebec,8604495,20,2021-07-24,Alzheimer's disease [G30],0
Quebec,8604495,195,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Quebec,8604495,40,2021-07-24,Cerebrovascular diseases [I60-I69],0
Quebec,8604495,10,2021-07-24,Influenza and pneumonia [J09-J18],0
Quebec,8604495,50,2021-07-24,Chronic lower respiratory diseases [J40-J47],1
Quebec,8604495,15,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Quebec,8604495,40,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Quebec,8604495,0,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Quebec,8604495,5,2021-07-24,"COVID-19 [U07.1,U07.2]",0
Quebec,8604495,5,2021-07-24,"COVID-19, virus identified  [U07.1]",0
Quebec,8604495,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
Quebec,8604495,0,2021-07-24,Ill-defined and unspecified causes of mortality [R99],0
Quebec,8604495,95,2021-07-24,Information unavailable,1
Quebec,8604495,305,2021-07-24,All other causes of death,4
Ontario,14826276,1870,2021-07-24,"Total, all causes of death [A00-Y89]",13
Ontario,14826276,400,2021-07-24,Malignant neoplasms [C00-C97],3
Ontario,14826276,35,2021-07-24,Diabetes mellitus [E10-E14],0
Ontario,14826276,30,2021-07-24,Alzheimer's disease [G30],0
Ontario,14826276,285,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Ontario,14826276,65,2021-07-24,Cerebrovascular diseases [I60-I69],0
Ontario,14826276,10,2021-07-24,Influenza and pneumonia [J09-J18],0
Ontario,14826276,60,2021-07-24,Chronic lower respiratory diseases [J40-J47],0
Ontario,14826276,25,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Ontario,14826276,60,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Ontario,14826276,5,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Ontario,14826276,15,2021-07-24,"COVID-19 [U07.1,U07.2]",0
Ontario,14826276,15,2021-07-24,"COVID-19, virus identified  [U07.1]",0
Ontario,14826276,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
Ontario,14826276,115,2021-07-24,Ill-defined and unspecified causes of mortality [R99],1
Ontario,14826276,345,2021-07-24,Information unavailable,2
Ontario,14826276,420,2021-07-24,All other causes of death,3
Manitoba,1383765,,2021-07-24,"Total, all causes of death [A00-Y89]",
Manitoba,1383765,,2021-07-24,Malignant neoplasms [C00-C97],
Manitoba,1383765,,2021-07-24,Diabetes mellitus [E10-E14],
Manitoba,1383765,,2021-07-24,Alzheimer's disease [G30],
Manitoba,1383765,,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",
Manitoba,1383765,,2021-07-24,Cerebrovascular diseases [I60-I69],
Manitoba,1383765,,2021-07-24,Influenza and pneumonia [J09-J18],
Manitoba,1383765,,2021-07-24,Chronic lower respiratory diseases [J40-J47],
Manitoba,1383765,,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",
Manitoba,1383765,,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",
Manitoba,1383765,,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",
Manitoba,1383765,,2021-07-24,"COVID-19 [U07.1,U07.2]",
Manitoba,1383765,,2021-07-24,"COVID-19, virus identified  [U07.1]",
Manitoba,1383765,,2021-07-24,"COVID-19, virus not identified  [U07.2]",
Manitoba,1383765,,2021-07-24,Ill-defined and unspecified causes of mortality [R99],
Manitoba,1383765,,2021-07-24,Information unavailable,
Manitoba,1383765,,2021-07-24,All other causes of death,
Saskatchewan,1179844,175,2021-07-24,"Total, all causes of death [A00-Y89]",15
Saskatchewan,1179844,0,2021-07-24,Malignant neoplasms [C00-C97],0
Saskatchewan,1179844,0,2021-07-24,Diabetes mellitus [E10-E14],0
Saskatchewan,1179844,0,2021-07-24,Alzheimer's disease [G30],0
Saskatchewan,1179844,0,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Saskatchewan,1179844,0,2021-07-24,Cerebrovascular diseases [I60-I69],0
Saskatchewan,1179844,0,2021-07-24,Influenza and pneumonia [J09-J18],0
Saskatchewan,1179844,0,2021-07-24,Chronic lower respiratory diseases [J40-J47],0
Saskatchewan,1179844,0,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Saskatchewan,1179844,0,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Saskatchewan,1179844,0,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Saskatchewan,1179844,0,2021-07-24,"COVID-19 [U07.1,U07.2]",0
Saskatchewan,1179844,0,2021-07-24,"COVID-19, virus identified  [U07.1]",0
Saskatchewan,1179844,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
Saskatchewan,1179844,0,2021-07-24,Ill-defined and unspecified causes of mortality [R99],0
Saskatchewan,1179844,175,2021-07-24,Information unavailable,15
Saskatchewan,1179844,0,2021-07-24,All other causes of death,0
Alberta,4442879,525,2021-07-24,"Total, all causes of death [A00-Y89]",12
Alberta,4442879,135,2021-07-24,Malignant neoplasms [C00-C97],3
Alberta,4442879,10,2021-07-24,Diabetes mellitus [E10-E14],0
Alberta,4442879,5,2021-07-24,Alzheimer's disease [G30],0
Alberta,4442879,100,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Alberta,4442879,15,2021-07-24,Cerebrovascular diseases [I60-I69],0
Alberta,4442879,5,2021-07-24,Influenza and pneumonia [J09-J18],0
Alberta,4442879,15,2021-07-24,Chronic lower respiratory diseases [J40-J47],0
Alberta,4442879,5,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Alberta,4442879,10,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Alberta,4442879,5,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Alberta,4442879,0,2021-07-24,"COVID-19 [U07.1,U07.2]",0
Alberta,4442879,5,2021-07-24,"COVID-19, virus identified  [U07.1]",0
Alberta,4442879,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
Alberta,4442879,85,2021-07-24,Ill-defined and unspecified causes of mortality [R99],2
Alberta,4442879,5,2021-07-24,Information unavailable,0
Alberta,4442879,130,2021-07-24,All other causes of death,3
British Columbia,5214805,815,2021-07-24,"Total, all causes of death [A00-Y89]",16
British Columbia,5214805,215,2021-07-24,Malignant neoplasms [C00-C97],4
British Columbia,5214805,20,2021-07-24,Diabetes mellitus [E10-E14],0
British Columbia,5214805,20,2021-07-24,Alzheimer's disease [G30],0
British Columbia,5214805,120,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
British Columbia,5214805,35,2021-07-24,Cerebrovascular diseases [I60-I69],1
British Columbia,5214805,10,2021-07-24,Influenza and pneumonia [J09-J18],0
British Columbia,5214805,30,2021-07-24,Chronic lower respiratory diseases [J40-J47],1
British Columbia,5214805,10,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
British Columbia,5214805,10,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
British Columbia,5214805,0,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
British Columbia,5214805,5,2021-07-24,"COVID-19 [U07.1,U07.2]",0
British Columbia,5214805,5,2021-07-24,"COVID-19, virus identified  [U07.1]",0
British Columbia,5214805,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
British Columbia,5214805,130,2021-07-24,Ill-defined and unspecified causes of mortality [R99],2
British Columbia,5214805,5,2021-07-24,Information unavailable,0
British Columbia,5214805,205,2021-07-24,All other causes of death,4
Yukon,42986,,2021-07-24,"Total, all causes of death [A00-Y89]",
Yukon,42986,,2021-07-24,Malignant neoplasms [C00-C97],
Yukon,42986,,2021-07-24,Diabetes mellitus [E10-E14],
Yukon,42986,,2021-07-24,Alzheimer's disease [G30],
Yukon,42986,,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",
Yukon,42986,,2021-07-24,Cerebrovascular diseases [I60-I69],
Yukon,42986,,2021-07-24,Influenza and pneumonia [J09-J18],
Yukon,42986,,2021-07-24,Chronic lower respiratory diseases [J40-J47],
Yukon,42986,,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",
Yukon,42986,,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",
Yukon,42986,,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",
Yukon,42986,,2021-07-24,"COVID-19 [U07.1,U07.2]",
Yukon,42986,,2021-07-24,"COVID-19, virus identified  [U07.1]",
Yukon,42986,,2021-07-24,"COVID-19, virus not identified  [U07.2]",
Yukon,42986,,2021-07-24,Ill-defined and unspecified causes of mortality [R99],
Yukon,42986,,2021-07-24,Information unavailable,
Yukon,42986,,2021-07-24,All other causes of death,
Northwest Territories,45504,10,2021-07-24,"Total, all causes of death [A00-Y89]",22
Northwest Territories,45504,5,2021-07-24,Malignant neoplasms [C00-C97],11
Northwest Territories,45504,0,2021-07-24,Diabetes mellitus [E10-E14],0
Northwest Territories,45504,0,2021-07-24,Alzheimer's disease [G30],0
Northwest Territories,45504,0,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Northwest Territories,45504,0,2021-07-24,Cerebrovascular diseases [I60-I69],0
Northwest Territories,45504,0,2021-07-24,Influenza and pneumonia [J09-J18],0
Northwest Territories,45504,0,2021-07-24,Chronic lower respiratory diseases [J40-J47],0
Northwest Territories,45504,0,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Northwest Territories,45504,0,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Northwest Territories,45504,0,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Northwest Territories,45504,0,2021-07-24,"COVID-19 [U07.1,U07.2]",0
Northwest Territories,45504,0,2021-07-24,"COVID-19, virus identified  [U07.1]",0
Northwest Territories,45504,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
Northwest Territories,45504,0,2021-07-24,Ill-defined and unspecified causes of mortality [R99],0
Northwest Territories,45504,0,2021-07-24,Information unavailable,0
Northwest Territories,45504,5,2021-07-24,All other causes of death,11
Nunavut,39403,5,2021-07-24,"Total, all causes of death [A00-Y89]",13
Nunavut,39403,0,2021-07-24,Malignant neoplasms [C00-C97],0
Nunavut,39403,0,2021-07-24,Diabetes mellitus [E10-E14],0
Nunavut,39403,0,2021-07-24,Alzheimer's disease [G30],0
Nunavut,39403,0,2021-07-24,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Nunavut,39403,0,2021-07-24,Cerebrovascular diseases [I60-I69],0
Nunavut,39403,0,2021-07-24,Influenza and pneumonia [J09-J18],0
Nunavut,39403,0,2021-07-24,Chronic lower respiratory diseases [J40-J47],0
Nunavut,39403,0,2021-07-24,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nunavut,39403,0,2021-07-24,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Nunavut,39403,0,2021-07-24,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nunavut,39403,0,2021-07-24,"COVID-19 [U07.1,U07.2]",0
Nunavut,39403,0,2021-07-24,"COVID-19, virus identified  [U07.1]",0
Nunavut,39403,0,2021-07-24,"COVID-19, virus not identified  [U07.2]",0
Nunavut,39403,0,2021-07-24,Ill-defined and unspecified causes of mortality [R99],0
Nunavut,39403,5,2021-07-24,Information unavailable,13
Nunavut,39403,0,2021-07-24,All other causes of death,0
Canada,38246108,5205,2021-07-31,"Total, all causes of death [A00-Y89]",14
Canada,38246108,1190,2021-07-31,Malignant neoplasms [C00-C97],3
Canada,38246108,85,2021-07-31,Diabetes mellitus [E10-E14],0
Canada,38246108,70,2021-07-31,Alzheimer's disease [G30],0
Canada,38246108,670,2021-07-31,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Canada,38246108,170,2021-07-31,Cerebrovascular diseases [I60-I69],0
Canada,38246108,40,2021-07-31,Influenza and pneumonia [J09-J18],0
Canada,38246108,150,2021-07-31,Chronic lower respiratory diseases [J40-J47],0
Canada,38246108,55,2021-07-31,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Canada,38246108,140,2021-07-31,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Canada,38246108,15,2021-07-31,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Canada,38246108,15,2021-07-31,"COVID-19 [U07.1,U07.2]",0
Canada,38246108,15,2021-07-31,"COVID-19, virus identified  [U07.1]",0
Canada,38246108,0,2021-07-31,"COVID-19, virus not identified  [U07.2]",0
Canada,38246108,320,2021-07-31,Ill-defined and unspecified causes of mortality [R99],1
Canada,38246108,1225,2021-07-31,Information unavailable,3
Canada,38246108,1055,2021-07-31,All other causes of death,3
Newfoundland and Labrador,520553,115,2021-07-31,"Total, all causes of death [A00-Y89]",22
Newfoundland and Labrador,520553,10,2021-07-31,Malignant neoplasms [C00-C97],2
Newfoundland and Labrador,520553,5,2021-07-31,Diabetes mellitus [E10-E14],1
Newfoundland and Labrador,520553,0,2021-07-31,Alzheimer's disease [G30],0
Newfoundland and Labrador,520553,5,2021-07-31,"Diseases of heart [I00-I09, I11, I13, I20-I51]",1
Newfoundland and Labrador,520553,0,2021-07-31,Cerebrovascular diseases [I60-I69],0
Newfoundland and Labrador,520553,0,2021-07-31,Influenza and pneumonia [J09-J18],0
Newfoundland and Labrador,520553,0,2021-07-31,Chronic lower respiratory diseases [J40-J47],0
Newfoundland and Labrador,520553,0,2021-07-31,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Newfoundland and Labrador,520553,0,2021-07-31,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Newfoundland and Labrador,520553,0,2021-07-31,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Newfoundland and Labrador,520553,0,2021-07-31,"COVID-19 [U07.1,U07.2]",0
Newfoundland and Labrador,520553,0,2021-07-31,"COVID-19, virus identified  [U07.1]",0
Newfoundland and Labrador,520553,0,2021-07-31,"COVID-19, virus not identified  [U07.2]",0
Newfoundland and Labrador,520553,0,2021-07-31,Ill-defined and unspecified causes of mortality [R99],0
Newfoundland and Labrador,520553,70,2021-07-31,Information unavailable,13
Newfoundland and Labrador,520553,15,2021-07-31,All other causes of death,3
Prince Edward Island,164318,20,2021-07-31,"Total, all causes of death [A00-Y89]",12
Prince Edward Island,164318,0,2021-07-31,Malignant neoplasms [C00-C97],0
Prince Edward Island,164318,0,2021-07-31,Diabetes mellitus [E10-E14],0
Prince Edward Island,164318,0,2021-07-31,Alzheimer's disease [G30],0
Prince Edward Island,164318,0,2021-07-31,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Prince Edward Island,164318,0,2021-07-31,Cerebrovascular diseases [I60-I69],0
Prince Edward Island,164318,0,2021-07-31,Influenza and pneumonia [J09-J18],0
Prince Edward Island,164318,0,2021-07-31,Chronic lower respiratory diseases [J40-J47],0
Prince Edward Island,164318,0,2021-07-31,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Prince Edward Island,164318,0,2021-07-31,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Prince Edward Island,164318,0,2021-07-31,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Prince Edward Island,164318,0,2021-07-31,"COVID-19 [U07.1,U07.2]",0
Prince Edward Island,164318,0,2021-07-31,"COVID-19, virus identified  [U07.1]",0
Prince Edward Island,164318,0,2021-07-31,"COVID-19, virus not identified  [U07.2]",0
Prince Edward Island,164318,0,2021-07-31,Ill-defined and unspecified causes of mortality [R99],0
Prince Edward Island,164318,25,2021-07-31,Information unavailable,15
Prince Edward Island,164318,0,2021-07-31,All other causes of death,0
Nova Scotia,992055,160,2021-07-31,"Total, all causes of death [A00-Y89]",16
Nova Scotia,992055,0,2021-07-31,Malignant neoplasms [C00-C97],0
Nova Scotia,992055,0,2021-07-31,Diabetes mellitus [E10-E14],0
Nova Scotia,992055,0,2021-07-31,Alzheimer's disease [G30],0
Nova Scotia,992055,0,2021-07-31,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Nova Scotia,992055,0,2021-07-31,Cerebrovascular diseases [I60-I69],0
Nova Scotia,992055,0,2021-07-31,Influenza and pneumonia [J09-J18],0
Nova Scotia,992055,0,2021-07-31,Chronic lower respiratory diseases [J40-J47],0
Nova Scotia,992055,0,2021-07-31,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nova Scotia,992055,0,2021-07-31,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Nova Scotia,992055,0,2021-07-31,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nova Scotia,992055,0,2021-07-31,"COVID-19 [U07.1,U07.2]",0
Nova Scotia,992055,0,2021-07-31,"COVID-19, virus identified  [U07.1]",0
Nova Scotia,992055,0,2021-07-31,"COVID-19, virus not identified  [U07.2]",0
Nova Scotia,992055,0,2021-07-31,Ill-defined and unspecified causes of mortality [R99],0
Nova Scotia,992055,160,2021-07-31,Information unavailable,16
Nova Scotia,992055,0,2021-07-31,All other causes of death,0
New Brunswick,789225,165,2021-07-31,"Total, all causes of death [A00-Y89]",21
New Brunswick,789225,0,2021-07-31,Malignant neoplasms [C00-C97],0
New Brunswick,789225,0,2021-07-31,Diabetes mellitus [E10-E14],0
New Brunswick,789225,0,2021-07-31,Alzheimer's disease [G30],0
New Brunswick,789225,0,2021-07-31,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
New Brunswick,789225,0,2021-07-31,Cerebrovascular diseases [I60-I69],0
